"","Year","Rank","Title","Description","Runtime","Genre","Rating","Metascore","Votes","Gross_earnings","Director","Actor","PG"
"102",2017,2,"Get Out","A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",104,"Horror",7.8,85,655972,176,"Jordan Peele","Daniel Kaluuya","15"
"103",2017,3,"Murder on the Orient Express","When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",114,"Crime",6.5,52,274461,102.8,"Kenneth Branagh","Kenneth Branagh","12A"
"104",2017,4,"Wind River","A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",107,"Crime",7.7,73,267814,33.8,"Taylor Sheridan","Elizabeth Olsen","15"
"105",2017,5,"It","In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",135,"Horror",7.3,69,581467,327.4,"Andy Muschietti","Bill Skarsgård","15"
"106",2017,6,"The Killing of a Sacred Deer","Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.",121,"Drama",7,73,168820,2.29,"Yorgos Lanthimos","Barry G. Bernson","15"
"107",2017,7,"Dunkirk","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",106,"Action",7.8,94,711350,188.3,"Christopher Nolan","Fionn Whitehead","12A"
"108",2017,8,"Call Me by Your Name","In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",132,"Drama",7.8,94,297098,18.1,"Luca Guadagnino","Timothée Chalamet","15"
"109",2017,9,"Baywatch","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",116,"Action",5.5,37,196546,58.06,"Seth Gordon","Dwayne Johnson","15"
"110",2017,10,"Justice League","Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",120,"Action",6.1,45,469348,229,"Zack Snyder","Ben Affleck","12A"
"111",2017,11,"Wonder Woman","When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",141,"Action",7.4,76,683879,412.5,"Patty Jenkins","Gal Gadot","12A"
"112",2017,12,"Pirates of the Caribbean: Salazar's Revenge","Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.",129,"Action",6.5,39,332004,172.5,"Joachim Rønning","Johnny Depp","12A"
"113",2017,13,"Beauty and the Beast","A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",129,"Adventure",7.1,65,324914,504,"Bill Condon","Emma Watson","PG"
"114",2017,14,"The Greatest Showman","Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.",105,"Biography",7.5,48,299079,174.3,"Michael Gracey","Hugh Jackman","PG"
"115",2017,15,"Gerald's Game","A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.",103,"Drama",6.5,77,119621,NA,"Mike Flanagan","Carla Gugino","18"
"116",2017,16,"Spider-Man: Homecoming","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",133,"Action",7.4,73,695190,334.2,"Jon Watts","Tom Holland","12A"
"117",2017,17,"Guardians of the Galaxy: Vol. 2","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",136,"Action",7.6,67,735152,389.8,"James Gunn","Chris Pratt","12A"
"118",2017,18,"Alien: Covenant","The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",122,"Horror",6.4,65,293938,74.26,"Ridley Scott","Michael Fassbender","15"
"119",2017,19,"Jumanji: Welcome to the Jungle","Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",119,"Action",6.9,58,405128,404.5,"Jake Kasdan","Dwayne Johnson","12A"
"120",2017,20,"John Wick: Chapter 2","After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",122,"Action",7.4,75,490592,92.03,"Chad Stahelski","Keanu Reeves","18"
"121",2017,21,"Baby Driver","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",113,"Action",7.6,86,581584,107.8,"Edgar Wright","Ansel Elgort","15"
"122",2017,22,"Mother!","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",121,"Drama",6.6,76,240679,17.8,"Darren Aronofsky","Jennifer Lawrence","18"
"123",2017,23,"Three Billboards Outside Ebbing, Missouri","A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.",115,"Comedy",8.1,88,535725,54.51,"Martin McDonagh","Frances McDormand","15"
"124",2017,24,"The Mummy","An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",111,"Action",5.4,34,199540,80.1,"Alex Kurtzman","Tom Cruise","15"
"125",2017,25,"Lady Bird","In 2002, an artistically inclined 17-year-old girl comes of age in Sacramento, California.",94,"Comedy",7.4,93,313431,48.96,"Greta Gerwig","Saoirse Ronan","15"
"126",2017,26,"Thor: Ragnarok","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",130,"Action",7.9,74,791583,315,"Taika Waititi","Chris Hemsworth","12A"
"127",2017,27,"Coco","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",105,"Animation",8.4,81,553753,209.7,"Lee Unkrich","Anthony Gonzalez","PG"
"128",2017,28,"I, Tonya","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",119,"Biography",7.5,77,233636,30.01,"Craig Gillespie","Margot Robbie","15"
"129",2017,29,"Transformers: The Last Knight","A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",154,"Action",5.2,27,163873,130.1,"Michael Bay","Mark Wahlberg","12A"
"130",2017,30,"Annabelle: Creation","Twelve years after the tragic death of their little girl, a doll-maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they become the target of the doll-maker's possessed creation, Annabelle.",109,"Horror",6.5,62,144846,102,"David F. Sandberg","Anthony LaPaglia","15"
"131",2017,31,"Logan","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",137,"Action",8.1,77,803266,226.2,"James Mangold","Hugh Jackman","15"
"132",2017,32,"The Dark Tower","A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.",95,"Action",5.6,34,143347,50.7,"Nikolaj Arcel","Idris Elba","12A"
"133",2017,33,"Gifted","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",101,"Drama",7.6,60,125615,24.8,"Marc Webb","Chris Evans","12A"
"134",2017,34,"The Shape of Water","At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",123,"Drama",7.3,87,437045,63.86,"Guillermo del Toro","Sally Hawkins","15"
"135",2017,35,"Valerian and the City of a Thousand Planets","A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",136,"Action",6.4,51,191784,41.19,"Luc Besson","Dane DeHaan","12A"
"136",2017,36,"Fifty Shades Darker","While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",118,"Drama",4.6,33,108004,114.3,"James Foley","Dakota Johnson","18"
"137",2017,37,"Life","A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.",104,"Horror",6.6,54,244216,30.23,"Daniel Espinosa","Jake Gyllenhaal","15"
"138",2017,38,"Star Wars: Episode VIII - The Last Jedi","The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.",152,"Action",6.9,84,656005,620.1,"Rian Johnson","Daisy Ridley","12A"
"139",2017,39,"American Made","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",115,"Action",7.1,65,197895,51.34,"Doug Liman","Tom Cruise","15"
"140",2017,40,"Wonder","Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",113,"Drama",7.9,66,173094,132.4,"Stephen Chbosky","Jacob Tremblay","PG"
"141",2017,41,"Jigsaw","Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.",92,"Horror",5.7,39,85556,38.05,"Michael Spierig","Matt Passmore","18"
"142",2017,42,"King Arthur: Legend of the Sword","Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",126,"Action",6.7,41,226319,39.18,"Guy Ritchie","Charlie Hunnam","12A"
"143",2017,43,"Kingsman: The Golden Circle","After the Kingsman's headquarters is destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",141,"Action",6.7,44,349785,100.2,"Matthew Vaughn","Taron Egerton","15"
"144",2017,44,"The Babysitter","When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.",85,"Comedy",6.3,NA,103055,NA,"McG","Judah Lewis","15"
"145",2017,45,"Fast & Furious 8","When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",136,"Action",6.6,56,246748,226,"F. Gary Gray","Vin Diesel","12A"
"146",2017,46,"Cars 3","Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.",102,"Animation",6.7,59,113417,152.9,"Brian Fee","Owen Wilson","U"
"147",2017,47,"Darkest Hour","In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",125,"Biography",7.4,75,213307,56.47,"Joe Wright","Gary Oldman","PG"
"148",2017,48,"War for the Planet of the Apes","After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",140,"Action",7.4,82,271277,146.8,"Matt Reeves","Andy Serkis","12A"
"149",2017,49,"Girls Trip","When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush.",122,"Adventure",6.2,71,39562,115.1,"Malcolm D. Lee","Regina Hall","15"
"150",2017,50,"Death Note","A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.",101,"Crime",4.6,43,88640,NA,"Adam Wingard","Nat Wolff","18"
"151",2017,51,"Phantom Thread","Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",130,"Drama",7.4,90,140395,21.02,"Paul Thomas Anderson","Vicky Krieps","15"
"152",2017,52,"The Ritual","A group of old college friends reunite for a trip to a most dangerous country in Eastern Europe - Sweden, encountering a menacing presence there stalking them.",94,"Horror",6.3,57,112116,NA,"David Bruckner","Rafe Spall","15"
"153",2017,53,"Hostiles","In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.",134,"Drama",7.2,65,91855,29.82,"Scott Cooper","Scott Shepherd","15"
"154",2017,54,"Ghost in the Shell","In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",107,"Action",6.3,52,223230,40.56,"Rupert Sanders","Scarlett Johansson","12A"
"155",2017,55,"Kong: Skull Island","After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.",118,"Action",6.7,62,335326,168,"Jordan Vogt-Roberts","Tom Hiddleston","12A"
"156",2017,56,"Disobedience","A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.",114,"Drama",6.6,74,34113,3.48,"Sebastián Lelio","Rachel Weisz","15"
"157",2017,57,"Good Time","After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",102,"Crime",7.3,80,133333,2.03,"Benny Safdie","Robert Pattinson","15"
"158",2017,58,"Atomic Blonde","An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.",115,"Action",6.7,63,201961,51.69,"David Leitch","Charlize Theron","15"
"159",2017,59,"The Lego Batman Movie","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",104,"Animation",7.3,75,165848,175.7,"Chris McKay","Will Arnett","U"
"160",2017,60,"Picture of Beauty","In an early 20th century village, a painter with an unusual commission finds two pretty girls to model for him. The girls slowly come of age while exploring their sexuality and finding liberation in a repressed society.",70,"Drama",3.5,NA,1548,NA,"Maxim Ford","Taylor Sands","12A"
"161",2017,61,"Pitch Perfect 3","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.",93,"Comedy",5.8,40,69383,104.9,"Trish Sie","Anna Kendrick","15"
"162",2017,62,"The Florida Project","Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",111,"Drama",7.6,92,122750,5.9,"Sean Baker","Brooklynn Prince","12A"
"163",2017,63,"Only the Brave","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",134,"Action",7.6,72,74506,18.34,"Joseph Kosinski","Josh Brolin","15"
"164",2017,64,"Molly's Game","The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",140,"Biography",7.4,71,181952,28.78,"Aaron Sorkin","Jessica Chastain","U"
"165",2017,65,"The Boss Baby","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",97,"Animation",6.3,50,136187,175,"Tom McGrath","Alec Baldwin","12A"
"166",2017,66,"The Post","A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.",116,"Biography",7.2,83,158208,81.9,"Steven Spielberg","Meryl Streep","15"
"167",2017,67,"What Happened to Monday","In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",123,"Action",6.8,47,130348,NA,"Tommy Wirkola","Noomi Rapace","15"
"168",2017,68,"The Death of Stalin","Moscow, 1953. After being in power for nearly 30 years, Soviet dictator Joseph Vissarionovich Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.",107,"Comedy",7.2,88,109387,8.04,"Armando Iannucci","Steve Buscemi","12"
"169",2017,69,"The Circle","A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",110,"Drama",5.3,43,97516,20.5,"James Ponsoldt","Emma Watson","15"
"170",2017,70,"Downsizing","A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.",135,"Drama",5.8,64,116691,24.45,"Alexander Payne","Matt Damon","18"
"171",2017,71,"Revenge","Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men.",108,"Action",6.4,81,46601,0.1,"Coralie Fargeat","Matilda Anna Ingrid Lutz","15"
"172",2017,72,"Shot Caller","A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.",121,"Crime",7.3,59,92824,NA,"Ric Roman Waugh","Nikolaj Coster-Waldau","18"
"173",2017,73,"Leatherface","A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for revenge.",90,"Crime",5,40,26374,NA,"Alexandre Bustillo","Stephen Dorff","U"
"174",2017,74,"Despicable Me 3","Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.",89,"Animation",6.2,49,146380,264.6,"Kyle Balda","Steve Carell","15"
"175",2017,75,"The Square","A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.",151,"Comedy",7.1,73,74013,1.5,"Ruben Östlund","Claes Bang","15"
"176",2017,76,"The Layover","Two friends on a road trip compete for the affections of a handsome man when their flight is redirected due to a hurricane.",88,"Comedy",4.8,15,16097,NA,"William H. Macy","Kate Upton","12A"
"177",2017,77,"Geostorm","When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.",109,"Action",5.3,21,114498,33.7,"Dean Devlin","Gerard Butler","12"
"178",2017,78,"Woody Woodpecker","The hyperactive red-headed bird enters a turf war with a big city lawyer wanting to tear down his home in an effort to build a house to flip.",91,"Animation",4.1,NA,4542,NA,"Alex Zamm","Eric Bauza","15"
"179",2017,79,"The Hitman's Bodyguard","One of the world's top bodyguards gets a new client, a world class hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial alive and on time.",118,"Action",6.9,47,241184,75.47,"Patrick Hughes","Ryan Reynolds","PG"
"180",2017,80,"Paddington 2","Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",103,"Adventure",7.8,88,87341,40.44,"Paul King","Ben Whishaw","15"
"181",2017,81,"Papillon","Wrongfully convicted for murder, Henri Charriere forms an unlikely relationship with fellow inmate and quirky convicted counterfeiter, Louis Dega, in an attempt to escape from the notorious penal colony on Devil's Island.",133,"Adventure",7.2,51,81868,2.34,"Michael Noer","Charlie Hunnam","18"
"182",2017,82,"Hot Summer Nights","In 1991, a sheltered teenage boy comes of age during a wild summer he spends on Cape Cod getting rich from selling pot to gangsters, falling in love for the first time, partying and eventually realizing that he is in over his head.",107,"Crime",6.4,44,22055,NA,"Elijah Bynum","Timothée Chalamet","18"
"183",2017,83,"Brawl in Cell Block 99","A former boxer-turned-drug runner lands in a prison battleground after a deal gets deadly.",132,"Action",7.1,79,72010,NA,"S. Craig Zahler","Vince Vaughn","NA"
"184",2017,84,"Forgotten","When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.",108,"Crime",7.4,NA,42037,NA,"Hang-jun Jang","Kang Ha-neul","15"
"185",2017,85,"Happy Death Day","A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.",96,"Comedy",6.6,58,155078,55.68,"Christopher Landon","Jessica Rothe","15"
"186",2017,86,"Sand Castle","The story follows a young soldier, and his introduction into the 2003 invasion of Iraq. Based on true events, it bears witness to the destruction and horrors of war.",113,"Action",6.3,45,25960,NA,"Fernando Coimbra","Nicholas Hoult","15"
"187",2017,87,"The Glass Castle","A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.",127,"Biography",7.1,56,37192,17.27,"Destin Daniel Cretton","Brie Larson","12A"
"188",2017,88,"The Snowman","Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.",119,"Crime",5.1,23,69552,6.67,"Tomas Alfredson","Michael Fassbender","15"
"189",2017,89,"1922","A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.",102,"Crime",6.2,70,68990,NA,"Zak Hilditch","Thomas Jane","15"
"190",2017,90,"The Beguiled","The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.",93,"Drama",6.3,77,60217,10.58,"Sofia Coppola","Nicole Kidman","15"
"191",2017,91,"Logan Lucky","Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.",118,"Action",7,78,157330,27.78,"Steven Soderbergh","Channing Tatum","12A"
"192",2017,92,"Bright","A detective must work with an Orc to find a powerful wand before evil creatures do.",117,"Action",6.3,29,197464,NA,"David Ayer","Will Smith","15"
"193",2017,93,"The Wife","A wife questions her life choices as she travels to Stockholm to see her husband receive the Nobel Prize for Literature.",99,"Drama",7.2,77,41990,9.6,"Björn Runge","Glenn Close","15"
"194",2017,94,"The Emoji Movie","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",86,"Animation",3.4,12,68878,86.09,"Tony Leondis","T.J. Miller","U"
"195",2017,95,"The Disaster Artist","When aspiring actor Greg Sestero meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",104,"Biography",7.3,76,160714,21.12,"James Franco","James Franco","15"
"196",2017,96,"xXx: Return of Xander Cage","Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",107,"Action",5.2,42,95548,44.9,"D.J. Caruso","Vin Diesel","12A"
